Business LIcense,Violation Date,Violation,Inspector Comments
15FOOD-0039,9/14/18,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION. Certificate is not currently on site. Email to amcilwee@cityofevanston.org
10FOOD-0009,4/25/18,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION. Food protection manager certificate is not available to view. Email a copy to amcilwee@cityofevanston.org and maintain a copy onsite.
09FOOD-0020,4/16/18,"(29) PLUMBING: Installed, maintained",Faucet at mop sink is missing. Please repair/replace
15FOOD-0011,10/24/18,(10) CROSS CONTAMINATION: Food (ice) dispensing utensils properly stored.,Observed ice scoop laying in ice. Please store ice scoop in ice with handle sticking out of ice or in a clean container.
09FOOD-0231,3/13/18,"(29) PLUMBING: Installed, maintained",In the men's room the hot and cold water are incorrectly coming out if the faucet. The cold water must come out of the right side and the he hot water on the left.
09FOOD-0337,3/29/18,"(14) FOOD EQUIPMENT AND UTENSILS: Food (ice) contact surfaces: designed, constructed, maintained, installed, located.",The gaskets to the top cooler door next to the fryer are in disrepair. Replace the gaskets with ones that provide a tight seal. A plastic tray next to the milk dispenser is in disrepair. Discard the tray.
09FOOD-0216,6/29/18,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Shrimp was found stored above the prep cooler line at a temperature of 45F. This does not properly maintain shrimp at 41F or below.  Move shrimp below the cooler line to maintain 41F or below.
09FOOD-0073,3/14/18,"(17) FOOD EQUIPMENT AND UTENSILS: Accurate thermometers, chemical test kits provided; gauge cock.",Obtain chlorine test strips to test the dishmachine
09FOOD-0216,6/29/18,"(20) FOOD EQUIPMENT AND UTENSILS: Sanitization rinse: clean, temperature, concentration.",CRITICAL VIOLATION. 0ppm Chlorine. This was corrected to 50ppm chlorine by replacing the bucket of chlorine and priming the machine.
14FOOD-0016,9/24/18,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION. Prepared food items are not date marked. Label items with date of preparation to ensure it is served or discarded within 7 days.
09FOOD-0352,10/17/18,"(29) PLUMBING: Installed, maintained",Observed slop sink in back room to have a leaking waste pipe. Please repair the waste pipe.
09FOOD-0173,4/30/18,(2) FOOD: Original Container; properly labeled.,There are no previous 90 day tags on site. Maintain the shellfish tags for 90 days in order to trace back in the event of an illness.
09FOOD-0053,3/28/18,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",The tiles behind the water heater are peeling off the wall. Repair to create a tight seal.
09FOOD-0092,12/6/18,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,A few shelves contain dust and/or food debris. Clean.
09FOOD-0187,3/22/18,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,Clean the inside of the grey cabinets as the lining has worn away and is peeling and way back in the cabinets is a layer of oily food residue
09FOOD-0073,12/3/18,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",The shelves in the walk in cooler are soiled. Clean the shelves as needed to prevent accumulating debris.
09FOOD-0295,9/7/18,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION. Food Manager does not have a copy of her certificate. Locate the certificate and keep a copy on site. Email copy of certificate to amcilwee@cityofevanston.org
15FOOD-0018,8/1/18,"(31) TOILET AND HAND WASHING FACILITIES: Number, convenient, accessible, designed, installed.",CRITICAL VIOLATION.Observed sanitizer bucket and brushes in hand wash sinks. Please use hand wash sinks only for handwashing do not block hand wash sinks by any means.
09FOOD-0087,6/12/18,(2) FOOD: Original Container; properly labeled.,Bulk food items are not labeled. Any product out of its original container must be labeled.
09FOOD-0244,12/4/18,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor in the produce prep room is beginning to deteriorate. Repair the floor to be smooth |  durable |  and easily cleanable.
09FOOD-0083,9/20/18,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Quaternary ammonia / Chlorine / IodineObserved wiping cloths on cutting boards. Please store wiping cloths in sanitizing solution when not in use.
09FOOD-0077,7/20/18,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",Surface of 3 compartment sink basins are soiled. Clean and sanitize the basins before filling for dish washing.
12FOOD-0023,9/13/18,"(19) FOOD EQUIPMENT AND UTENSILS: Wash, rinse water: clean, proper temperature",Detergent bottle for dish machine is empty. Provide detergent for the dish machine.
17FOOD-0002,9/19/18,(5) FOOD PROTECTION: Thermometers provided and conspicuous,Observed thermometer missing from base cooler. Please provide a thermometer in the cooler and display conspicuously.
09FOOD-0375,4/23/18,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Sanitizer bucket was filled with soap water instead of sanitizer. The bucket was corrected and the employee was informed of the required correction.
09FOOD-0074,4/24/18,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",The surface under the drill is soiled. Routinely clean this surface.
09FOOD-0041,7/6/18,(5) FOOD PROTECTION: Thermometers provided and conspicuous,observed missing thermometer in walk in. please provide thermometer
09FOOD-0121,4/11/18,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION. Chicken and meat stored in the butcher display case is 52F. Discard the chicken and meat. These items must be stored at 41F or below. Have cooler serviced.
09FOOD-0232,11/2/18,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",The ceiling vents near the dish machine are soiled. Routinely clean the ceiling vents.
15FOOD-0005,12/17/18,(10) CROSS CONTAMINATION: Food (ice) dispensing utensils properly stored.,The ice scoop handle is in contact with the ice in a back prep room ice machine. Store the handle out of the ice.
16FOOD-0023,2/27/18,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION.No certified a manger on site at present while PHF is being prepared.Cherie Cheung hwc-101198 exp 2/25/22Not on site during food prepAll food service employees must have Illinois Food Handler certificates on site with 30 days.
12FOOD-0046,6/8/18,"(41) OTHER OPERATIONS: Toxic items properly stored, labeled and used.",CRITICAL VIOLATION. A chemical drain cleaner is not labeled. All chemicals must be labeled.
09FOOD-0092,8/17/18,(10) CROSS CONTAMINATION: Food (ice) dispensing utensils properly stored.,Knife being stored between prep cooler and warmer. Discontinue this practice because this is not a contact surface regularly cleaned and sanitized.
14FOOD-0017,5/10/18,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Cooked rice and bread was found stored in a grocery bag. This is not a food contact surface. Store food in food grade storage containers.
09FOOD-0077,3/19/18,"(17) FOOD EQUIPMENT AND UTENSILS: Accurate thermometers, chemical test kits provided; gauge cock.",Provide test paper to measure chlorine concentration in sanitizer.
08FOOD-0180,8/24/18,"(29) PLUMBING: Installed, maintained",The hand sink is leaking from underneath. Repair the leak.
09FOOD-0066,12/19/18,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",Floors under equipment and shelving are heavily soiled. Sweep and mop the floors everyday.
15FOOD-0018,10/23/18,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Observed pork cuts for broth stored in containers stacked on top of each other without container tops. Please stack containers with lids to prevent bottoms of containers from contaminating food.
14FOOD-0005,3/27/18,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",1.Please clean the floor by the dishmachine to remove the visible food residue and have your pest control company replace the visibly soiled grey mouse catch box as it is very visibly soiled and may be contributing to the fruit fly activity in this area.2. Please clean the floor by the Cleveland hot holding unit to remove the visible plaster particles and around the Vulcan oven to remove the grease on the floor.
09FOOD-0344,12/7/18,"(17) FOOD EQUIPMENT AND UTENSILS: Accurate thermometers, chemical test kits provided; gauge cock.",Provide test paper for sanitizer. Test sanitizer for dish washer daily.
18FOOD-0006,6/8/18,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION.No Certified food service manager certificate observed/displayed.  Please obtain or provide proof of certification
09FOOD-0216,6/29/18,(10) CROSS CONTAMINATION: Food (ice) dispensing utensils properly stored.,Scoop for rice was found in a cup of room temperature water. Store the scoop in the food or at a temperature that prevents growth of pathogens (135F or above. 41F or below)
09FOOD-0359,8/30/18,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Food items are over stacked in display cooler and blocking air flow. Rearrange food items to ensure proper temperature.
09FOOD-0231,10/18/18,"(32) TOILET AND HAND WASHING FACILITIES: Toilet rooms enclosed, self-closing doors. Fixtures: good repair, clean; hand cleanser, sanitary towels/hand drying devices provided; proper waste receptables; tissue.",There are no paper towels at the bar hand sink. Maintain a supply of paper towels at each hand sink.
09FOOD-0335,7/26/18,"(20) FOOD EQUIPMENT AND UTENSILS: Sanitization rinse: clean, temperature, concentration.",CRITICAL VIOLATION. The sanitizer bucket is empty to the dish machine. A new bucket was added.
09FOOD-0066,4/26/18,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",The sides of the cooking equipment is heavily soiled. Routinely clean the surfaces.
09FOOD-0232,7/5/18,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",The soda gun at the bar is soiled. The equipment was cleaned on site.
09FOOD-0170,9/6/18,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor under the cook line is soiled. Remove the bricks under the wok station and replace with casters.
14FOOD-0016,5/2/18,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION. 3door cooler is holding food at 48F. Discontinue use of cooler and have it repaired. It must maintain food at 41F or below.
09FOOD-0245,12/7/18,"(20) FOOD EQUIPMENT AND UTENSILS: Sanitization rinse: clean, temperature, concentration.",CRITICAL VIOLATION. Bucket of sanitizer for dish washer was completely empty. 0ppm chlorine. Sanitizer was provided and rinse cycle was corrected to 50ppm chlorine.
09FOOD-0358,12/18/18,(10) CROSS CONTAMINATION: Food (ice) dispensing utensils properly stored.,Plastic spoons stored incorrectly. The spoons were correctly stored with the handles all facing up.
09FOOD-0131,3/13/18,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION.All hot food was not at the minimum 135 F. The driver did not know if the final cooking temperature was reached before he left the site as their was no log available for him. Since he left between 7-7:30 am and 4 hours has elapsed I said not to serve this food- Director is going out to purchase new food.
09FOOD-0335,11/20/18,"(41) OTHER OPERATIONS: Toxic items properly stored, labeled and used.",CRITICAL VIOLATION. The bleach in the sanitizer bucket is too strong. The concentration has been corrected.
09FOOD-0216,10/30/18,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Raw chicken and raw shrimp was found stored above ready-to-eat food items. Store raw items on the bottom shelves separate from ready-to-eat foods in order to prevent cross contamination.
09FOOD-0128,3/13/18,"(20) FOOD EQUIPMENT AND UTENSILS: Sanitization rinse: clean, temperature, concentration.",CRITICAL VIOLATION. Sanitizer concentration for dishwashing machine was 0ppm Chlorine. The bottle of sanitizer lost its strength and was replaced with a new bottle during the inspection.
13FOOD-0016,4/2/18,"(19) FOOD EQUIPMENT AND UTENSILS: Wash, rinse water: clean, proper temperature",Water for sanitizer was cold. Remove sign that instructs to use cold water. Temperature should be 70-75F
09FOOD-0070,11/12/18,(5) FOOD PROTECTION: Thermometers provided and conspicuous,observed missing thermometer in cooler.  Please conspicuously display a secondary thermometer in order to monitor cooler temperatures
09FOOD-0151,7/16/18,(5) FOOD PROTECTION: Thermometers provided and conspicuous,observed thermometer missing at prep cooler.  Please provide thermometer and display conspicuously
10FOOD-0009,8/16/18,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",Floors under shelves are soiled. Clean floors.
14FOOD-0035,10/25/18,(5) FOOD PROTECTION: Thermometers provided and conspicuous,observed thermometer missing in walk in.  Please provide secondary thermometer in walk in to monitor cooler temperature.
09FOOD-0335,11/20/18,"(15) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces: designed, constructed, maintained, installed, located.",The gaskets to the bar cooler are torn. Replace the gaskets.
09FOOD-0327,10/12/18,"(25) FOOD EQUIPMENT AND UTENSILS: Single-service articles: storage, dispensing.",Spoons are improperly stored for customers. Store plastic utensils with handles easily accessible.
14FOOD-0017,5/10/18,"(12) PERSONNEL: Hands washed; clean, good hygienic practices.",CRITICAL VIOLATION. Employee touched ready-to-eat food with bare hands. Do not touch any ready-to-eat foods with bare hands. Use a utensil or a gloved hand (wash hands prior to wearing gloves).
09FOOD-0216,3/2/18,"(15) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces: designed, constructed, maintained, installed, located.",Shrimp display cooler door has a crack. Replace ASAP. Monitor cooler temperature closely.
09FOOD-0251,6/14/18,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Sanitizer buckets are not available for wiping cloths. Wiping cloths must be stored in a sanitizing solution between use.
14FOOD-0016,9/24/18,"(35) INSECT, RODENT, ANIMAL CONTROL: Presence of insects/rodents; outer openings protected; no birds, turtles, other animals.",CRITICAL VIOLATION. 1. Can of raid was found in the kitchen. Do not use. Only a certified pest control operator can perform pest treatment. 2. Back door has a large hole. Repair hole to ensure establishment is sealed from pests.
09FOOD-0037,4/18/18,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Multiple wiping cloths found on counters in prep areas. Store the wiping cloths in a sanitizing solution between use.
09FOOD-0251,10/22/18,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",1. Floor and pipes between the 3 compartment sink and hood is covered with grease buildup. Clean. 2. Coving under 3 compartment sink is deteriorated. Repair to create a smooth surface.
09FOOD-0240,12/12/18,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",Observed single service containers (paper cups) used to dispense ingredients. Please use food grade scoops with handles to dispense food and ingredients.
16FOOD-0007,11/29/18,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION. Only food handler certificates are available. There needs to be a food manager certificate on site for at least one individual. Obtain an ANSI-approved food manager certificate within 90 days.
15FOOD-0018,8/1/18,"(29) PLUMBING: Installed, maintained",Observed leak in basement sink. Please repair waste pipe leak
09FOOD-0117,12/31/18,"(41) OTHER OPERATIONS: Toxic items properly stored, labeled and used.",CRITICAL VIOLATION. Chemicals are stored among food product and utensils in many locations throughout the establishment (WD-40 among dishes near the walk in cooler |  Pest Powder above the sugar in the basement |  cleaning/maintenance chemicals above open containers of sprinkles along the hallway in the basement). All chemicals must be stored in a designated area away from food and utensils.
09FOOD-0087,6/12/18,"(35) INSECT, RODENT, ANIMAL CONTROL: Presence of insects/rodents; outer openings protected; no birds, turtles, other animals.",CRITICAL VIOLATION. The door sweep to the garage door does not provide a tight seal. Replace the door sweep and ensure no light is visible when it's closed.
09FOOD-0288,12/3/18,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",Observed cracked and broken flooring especially around floor drain in teachers lounge/cafeteria back room. Please repair or replace flooring with a smooth and easily cleanable floor surface material.
17FOOD-0004,3/14/18,"(12) PERSONNEL: Hands washed; clean, good hygienic practices.",CRITICAL VIOLATION.1.Observed the the cook Bob use his cell phone with single service gloves on and the go back to cooking without changing gloves 2. Observed an uncovered employee drinking glass on top of a salad prep unit.It is prohibited to store employee drinks on food prep surfaces
15FOOD-0007,8/28/18,"(14) FOOD EQUIPMENT AND UTENSILS: Food (ice) contact surfaces: designed, constructed, maintained, installed, located.",The caulk to the spray nozzle sink of the 3 compartment sink is moldy. Remove and recaulk the area.
09FOOD-0170,5/31/18,"(41) OTHER OPERATIONS: Toxic items properly stored, labeled and used.",CRITICAL VIOLATION. A cleaning chemical is being stored above a container of rice. Store all chemicals in a designated area away from food.
15FOOD-0005,12/17/18,"(31) TOILET AND HAND WASHING FACILITIES: Number, convenient, accessible, designed, installed.",CRITICAL VIOLATION. Containers are being stored in the hand sink in the bakery kitchen. The hand sink must be accessible at all times. The items were removed.
15FOOD-0011,10/24/18,"(12) PERSONNEL: Hands washed; clean, good hygienic practices.",CRITICAL VIOLATION.Observed personal items such as toothpaste and toothbrush at hand wash sink in kitchen. Hand wash sink is only to be used for the purpose of hand washing. Toothbrush if and other hygiene matters must be done in bathroom. Please remove these items from the hand wash station. Items removed at time of inspection.
09FOOD-0358,4/26/18,"(15) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces: designed, constructed, maintained, installed, located.",The handsink partition in the men's bathroom is in disrepair. Repair the damage.
09FOOD-0367,12/12/18,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Raw meats found stored next to bread in the walk-in cooler. Provide more separation between the items in order to help avoid cross contamination.
09FOOD-0066,4/26/18,"(25) FOOD EQUIPMENT AND UTENSILS: Single-service articles: storage, dispensing.",The plastic forks |  spoons |  etc. under the coffee warmers are stored incorrectly. Store with the handles all facing the same way.
09FOOD-0083,9/20/18,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,Observed shelving and base of standing cooler with food particles. Please clean and sanitize surfaces in coolers where food has spilled.
09FOOD-0087,10/30/18,"(29) PLUMBING: Installed, maintained",The 3 compartment sink in the cook line is leaking. Repair the leak.
14FOOD-0022,12/7/18,"(16) FOOD EQUIPMENT AND UTENSILS: Dishwashing facilities: designed, constructed, maintained, installed, located.",Water is leaking near the pressure gauge of the dish machine. Repair the leak.
09FOOD-0358,12/18/18,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",The can opener in the basement is soiled. Routinely clean the can opener.
12FOOD-0049,11/29/18,"(20) FOOD EQUIPMENT AND UTENSILS: Sanitization rinse: clean, temperature, concentration.",CRITICAL VIOLATION. Dish washer did not have proper concentration of sanitizer. 0ppm chlorine. This was corrected by replacing the sanitizer bucket with new sanitizing liquid. Corrected to 50ppm chlorine.
08FOOD-0181,7/25/18,(33) GARBAGE AND REFUSE DISPOSAL: Containers or receptables covered; adequate number; insect/rodent proof; frequency; clean.,The outside dumpster is not closed. The lid must remain closed at all times.
14FOOD-0016,12/17/18,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",Peeler was found soiled with food crust on storage shelf. Clean peeler after use.
15FOOD-0007,8/28/18,"(42) OTHER OPERATIONS: Premises; maintained; free of litter, unnecessary articles; cleaning and maintenance equipment properly stored; authorized personnel.",Soiled mop heads are on the ground behind the coffee station. Soiled rags are behind the steamer. Remove all soiled materials to help control fruit flies.
09FOOD-0392,12/7/18,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor drain to the 3 compartment sink is soiled. Routinely clean the floor drain.
16FOOD-0023,2/27/18,(6) FOOD PROTECTION: Potentially hazardous food properly thawed.,Packaged Frozen fish shall not be thawed in a sink of water. Running Water not to exceed 70 F must be used to thaw fish
16FOOD-0006,11/2/18,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",Observes food scraps Such as lettuce leaves on walk-in floor. Please assure floors are free of food scraps |  and clean and sanitize.
09FOOD-0337,3/29/18,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor behind the ice machine is soiled. Clean the floor. The floor along the baseboard in the walk in cooler is soiled. Clean the floor. The floor under the fryer is heavily soiled. Clean the floor. The floor along the baseboard is soiled under the beverage station. Clean the floor. There are multiple product spills on the floor in the walk in cooler. Immediately clean spills.  There is a ketchup spill on the floor near the walk in cooler. Immediately clean spills.
09FOOD-0233,3/9/18,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Rice was found stored in a plastic to-go bag. This bag is not food grade. Store rice in a food grade container or bag.
09FOOD-0060,12/12/18,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",The slide track for the back produce cooler is soiled. Routinely clean all food contact surfaces.
09FOOD-0087,10/30/18,"(35) INSECT, RODENT, ANIMAL CONTROL: Presence of insects/rodents; outer openings protected; no birds, turtles, other animals.",CRITICAL VIOLATION. The front door is propped open. Openings to the outside must be protected. Install a screen door or keep the current door closed at all times.
09FOOD-0073,7/9/18,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",The wall near the dirty dishes bin is in disrepair. Repair the damage.
11FOOD-0026,10/9/18,"(32) TOILET AND HAND WASHING FACILITIES: Toilet rooms enclosed, self-closing doors. Fixtures: good repair, clean; hand cleanser, sanitary towels/hand drying devices provided; proper waste receptables; tissue.",Two of the three hand sinks do not have hand soap and/or paper towels. Maintain a supply of paper towels and hand soap at each hand sink.
09FOOD-0251,6/14/18,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,Multiple surfaces are soiled with food debris. Clean.
16FOOD-0017,12/26/18,"(35) INSECT, RODENT, ANIMAL CONTROL: Presence of insects/rodents; outer openings protected; no birds, turtles, other animals.",CRITICAL VIOLATION. The back door of the facility was open. Keep the door closed or install a screens door. The door was closed.
09FOOD-0183,8/31/18,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",The surface below the flat top grill and the burger station is soiled. Routinely clean all food contact surfaces.
17FOOD-0001,7/17/18,"(42) OTHER OPERATIONS: Premises; maintained; free of litter, unnecessary articles; cleaning and maintenance equipment properly stored; authorized personnel.",Raid for flies was stored in the establishment. Do not store or use pesticides in the facility. The raid was immediately discarded.
09FOOD-0244,4/2/18,"(42) OTHER OPERATIONS: Premises; maintained; free of litter, unnecessary articles; cleaning and maintenance equipment properly stored; authorized personnel.",A fluorescent light is propped against the wall behind the bread slicer in the bakery area. Store the bulb away from food prep areas.
09FOOD-0287,11/29/18,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",The can opener is soiled. Routinely clean the can opener.
09FOOD-0116,11/26/18,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,In bakery section. Observed inside of door surface of large walk in cooler to be soiled we're hands are used to push open the door.  Please clean and sanitize the inside of the walk-in door as it poses a health risk of cross-contamination.
09FOOD-0101,12/19/18,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",The can opener is soiled. Routinely clean the can opener. The sides of the deep fryer are soiled. Routinely clean the deep fryer. The surface under the flat top grill is soiled. Routinely clean all food contact surfaces.
09FOOD-0414,11/9/18,(5) FOOD PROTECTION: Thermometers provided and conspicuous,Thermometer in refrigerator is not accurate. Replace with a working thermometer.
14FOOD-0050,11/28/18,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor under the cook line coolers and cooking equipment are soiled near the baseboard. Routinely clean the floors. The baseboard under the 3 compartment sink is damaged/missing. Repair the damage. The floor in various areas is damaged. Repair the floor to be easily cleanable |  smooth |  and non absorbent.
09FOOD-0066,12/19/18,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",The wall paneling in various areas of the kitchen are in disrepair. Replace the damaged walls with FRP or equivalent.
09FOOD-0170,9/6/18,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",The wall behind the ice machine is damaged. Repair the damage so the wall is smooth and easily cleanable.
09FOOD-0163,3/22/18,"(35) INSECT, RODENT, ANIMAL CONTROL: Presence of insects/rodents; outer openings protected; no birds, turtles, other animals.",CRITICAL VIOLATION.The screen door is severely ripped. Please install a new screen on the rear door.
15FOOD-0029,4/11/18,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION. Cooked chicken and potatoes were being held at 75 F due to cooling improperly. The food was discarded.
09FOOD-0173,12/26/18,"(25) FOOD EQUIPMENT AND UTENSILS: Single-service articles: storage, dispensing.",To go containers are stored incorrectly. Store the containers inverted to prevent debris from falling in.
17FOOD-0006,6/21/18,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION.Awaiting certificate FSSMC for manager as well as food handler certificates
09FOOD-0090,12/11/18,(5) FOOD PROTECTION: Thermometers provided and conspicuous,Observed thermometer missing from slide out cooler fish storage. Please provide and conspicuously display secondary thermometer.
08FOOD-0175,7/23/18,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION. Cooked food is being held at 48 F and above in the prep station cooler. All the food was discarded.
18FOOD-0022,10/18/18,(38) LIGHTING: Provided as required; fixtures shielded.,Light bulb missing in walk-in cooler. Provide a light bulb for adequate lighting.
16FOOD-0012,7/24/18,"(17) FOOD EQUIPMENT AND UTENSILS: Accurate thermometers, chemical test kits provided; gauge cock.",Chemical test paper was not available during the inspection. Provide in order to ensure proper concentration of sanitizer.
14FOOD-0033,12/10/18,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,Observed bases of coolers to have food scraps. Assure coolers are cleaned especially at the bottom shelves where food scraps tend to accumulate.
09FOOD-0029,9/27/18,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",Sides of the cooking equipment are soiled. Routinely clean all food contact surfaces.
15FOOD-0015,6/29/18,(30) PLUMBING: Cross-connection; back siphonage; back flow.,CRITICAL VIOLATION.Observed mop sink hose below basin line. Please coil hose above basin line or cut above basin line one inch to prevent back flow.
12FOOD-0049,3/22/18,(26) FOOD EQUIPMENT AND UTENSILS: No re-use of single-service articles.,A sauce was found stored in a Tropicana orange juice container. This is not acceptable for food storage as it is a single-use container. Store sauce in a reusable and cleanable container.
09FOOD-0087,10/30/18,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",There is a hole in the wall in the beverage room. Repair the damage. The wall along the cook line are soiled. Routinely clean the walls.
09FOOD-0083,7/10/18,"(15) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces: designed, constructed, maintained, installed, located.",observed small stand up freezer to have rusted and worn top.  Please resurface or replace freezer top.
12FOOD-0046,9/19/18,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION. Raw shell eggs |  egg rolls |  crab rangoon |  and dumplings were sitting out from the lunch rush. They had an internal temperature of 71 F. The items were all discarded.
12FOOD-0034,9/4/18,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor under the shelving in the walk in cooler and walk in freezer is soiled. Routinely clean all floors.
